edibility,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
edible,flat,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,green,buff,white,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,gray,no,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,green,buff,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,white,no,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,wood
edible,flat,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,solitary,wood
edible,flat,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,white,no,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,scattered,wood
edible,convex,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,solitary,wood
edible,flat,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,several,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,solitary,wood
edible,convex,smooth,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,white,no,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,scattered,wood
edible,flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,wood
poisonous,convex,smooth,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,green,white,one,large,chocolate,solitary,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,gray,no,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
poisonous,convex,scaly,pink,no,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,paths
edible,convex,smooth,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,solitary,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,wood
poisonous,convex,fibrous,gray,no,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,scattered,wood
edible,flat,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,green,green,white,one,large,chocolate,several,paths
edible,flat,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,solitary,wood
poisonous,convex,scaly,white,no,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,white,no,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,wood
edible,flat,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,grasses
edible,flat,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,green,brown,white,one,large,chocolate,solitary,paths
edible,flat,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,solitary,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,green,white,one,large,chocolate,several,grasses
edible,flat,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,brown,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,solitary,wood
edible,flat,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,green,brown,white,one,large,chocolate,solitary,wood
edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,white,no,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,scattered,wood
edible,flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,solitary,wood
edible,flat,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,black,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,green,brown,white,one,large,chocolate,several,grasses
edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,wood
edible,flat,smooth,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,solitary,wood
poisonous,convex,smooth,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,green,white,one,large,chocolate,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,solitary,wood
poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,green,white,one,large,chocolate,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,solitary,wood
poisonous,convex,scaly,gray,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,several,wood
poisonous,convex,scaly,pink,no,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,scattered,wood
poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,green,white,one,large,chocolate,several,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,brown,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,brown,solitary,wood
poisonous,convex,fibrous,pink,no,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,wood
edible,flat,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,solitary,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,solitary,wood
poisonous,convex,scaly,white,no,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,wood
poisonous,convex,smooth,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,green,white,one,large,chocolate,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,several,wood
poisonous,convex,scaly,gray,no,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,scattered,wood
edible,flat,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,brown,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,green,brown,white,one,large,chocolate,solitary,wood
edible,convex,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,several,wood
poisonous,convex,scaly,pink,no,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,green,green,white,one,large,chocolate,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,several,wood
poisonous,convex,scaly,pink,no,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,brown,solitary,wood
edible,flat,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,solitary,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,several,wood
edible,convex,smooth,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,solitary,wood
edible,flat,smooth,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,solitary,wood
poisonous,convex,fibrous,pink,no,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,several,wood
poisonous,convex,smooth,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,wood
poisonous,convex,scaly,gray,no,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,wood
poisonous,convex,fibrous,gray,no,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,scattered,wood
edible,flat,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
edible,flat,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,brown,solitary,wood
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,grasses
edible,flat,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,brown,solitary,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,green,white,one,large,chocolate,several,paths
edible,flat,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,brown,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,solitary,wood
poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,green,white,one,large,chocolate,solitary,wood
edible,flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,several,wood
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,green,brown,white,one,large,chocolate,solitary,paths
edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,several,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,solitary,wood
edible,flat,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,several,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,grasses
edible,flat,smooth,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,gray,no,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,brown,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,several,wood
edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,solitary,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,several,wood
edible,convex,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,pink,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,scattered,wood
edible,convex,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,solitary,wood
edible,flat,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,grasses
edible,flat,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,green,buff,white,one,large,chocolate,solitary,grasses
edible,flat,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,green,buff,white,one,large,chocolate,several,grasses
edible,flat,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,solitary,wood
edible,convex,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,solitary,wood
edible,convex,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,several,wood
poisonous,convex,smooth,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,wood
poisonous,convex,scaly,gray,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,grasses
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,paths
edible,flat,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,solitary,wood
poisonous,convex,smooth,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,wood
edible,flat,smooth,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,pink,no,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,wood
edible,flat,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,solitary,wood
edible,flat,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,black,solitary,wood
edible,convex,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,solitary,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,green,brown,white,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,green,brown,white,one,large,chocolate,several,paths
edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,several,wood
edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,green,green,white,one,large,chocolate,several,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,solitary,wood
poisonous,convex,fibrous,pink,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,wood
edible,flat,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,paths
edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,wood
poisonous,convex,scaly,gray,no,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,scattered,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,green,white,one,large,chocolate,several,grasses
edible,flat,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,several,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,brown,solitary,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,solitary,wood
edible,flat,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,solitary,wood
edible,flat,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,solitary,wood
edible,flat,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,solitary,wood
poisonous,convex,smooth,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,green,brown,white,one,large,chocolate,solitary,grasses
edible,flat,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,solitary,wood
edible,flat,smooth,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,green,buff,white,one,large,chocolate,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,paths
edible,flat,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,solitary,wood
edible,flat,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,several,wood
